Number,Algorithm,Size,Density,Time
1975,DFS,300,1,92
1976,BFS,300,1,93
1977,DFS,300,1,92
1978,BFS,300,1,92
1979,DFS,300,1,92
1980,BFS,300,1,93
1981,DFS,300,1,92
1982,BFS,300,1,92
1983,DFS,300,1,92
1984,BFS,300,1,92
1985,DFS,300,1,96
1986,BFS,300,1,93
1987,DFS,300,1,92
1988,BFS,300,1,92
1989,DFS,300,1,91
1990,BFS,300,1,91
1991,DFS,300,1,92
1992,BFS,300,1,92
1993,DFS,300,1,92
1994,BFS,300,1,92
1995,DFS,300,1,92
1996,BFS,300,1,92
1997,DFS,300,1,92
1998,BFS,300,1,91
1999,DFS,300,1,91
